GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0085235	1.67508813906338	0.00843254820991218	0.127175996718745	0.0663061303035126	0.947134102691413	NA	chr2R	22163737	22164594	-	protein_coding	CG34206
FBgn0010241	8.17351194157478	0.0346954674163263	0.212188412220583	0.163512545540226	0.870114896171298	NA	chr2R	14246965	14252597	+	protein_coding	Mdr50
FBti0062323	0	NA	NA	NA	NA	NA	chr2R	5504403	5504452	+	transposable_element	NA
FBgn0050087	0	NA	NA	NA	NA	NA	chr2R	15692447	15693751	+	protein_coding	CG30087
FBgn0022740	0.217086950441138	-0.011001774897113	0.0569664628364392	-0.193127225200924	0.846859331384148	NA	chr2R	17757404	17760517	+	protein_coding	HLH54F
FBgn0040502	0.214698252657782	-0.022956239667888	0.0573961621090735	-0.399961231279938	0.689185071724705	NA	chr2R	6179725	6180356	+	protein_coding	CG8343
FBgn0025360	0.367888849093815	0.012634194252281	0.0577555109113248	0.218753051491121	0.82684242054169	NA	chr2R	8031282	8042529	+	protein_coding	Optix
FBti0060362	1.42877905372976	-0.0530279481108344	0.111145115223222	-0.47710552105087	0.633286983411087	NA	chr2R	6482050	6482219	+	transposable_element	NA
FBgn0029082	1.25015152505247	0.0410844472390807	0.0934252485160009	0.439757430584134	0.660112802389096	NA	chr2R	15011395	15042134	+	protein_coding	hbs
FBgn0053395	0	NA	NA	NA	NA	NA	chr2R	19750619	19750754	-	rRNA	5SrRNA:CR33395
FBgn0040674	0.217086950441138	-0.011001774897113	0.0569664628364392	-0.193127225200924	0.846859331384148	NA	chr2R	6838073	6839055	-	protein_coding	CG9445
FBgn0260222	0	NA	NA	NA	NA	NA	chr2R	21691294	21692764	+	protein_coding	CG42496
FBgn0265838	0	NA	NA	NA	NA	NA	chr2R	19934494	19934995	+	ncRNA	lncRNA:CR44627
FBti0059791	0	NA	NA	NA	NA	NA	chr2R	6163222	6164596	-	transposable_element	NA
FBgn0085240	0	NA	NA	NA	NA	NA	chr2R	6047194	6047392	+	protein_coding	CG34211
FBgn0033955	0.45614725309796	-0.0287125028376599	0.0684411711988258	-0.419520916061596	0.67483547185593	NA	chr2R	14668390	14671675	+	protein_coding	CG12866
FBgn0264909	0.265533073324862	-0.00768559337117344	0.0574858754211318	-0.133695334982204	0.893643494191056	NA	chr2R	4507994	4508445	+	ncRNA	lncRNA:CR44100
FBti0063133	0.0749188935517645	0.0141668483980452	0.0569664628364392	0.248687520563119	0.803602502784138	NA	chr2R	5649631	5649719	-	transposable_element	NA
FBti0063144	0.217086950441138	-0.011001774897113	0.0569664628364392	-0.193127225200924	0.846859331384148	NA	chr2R	5676535	5676584	-	transposable_element	NA
FBgn0262840	2.96383672416792	0.00632712881784008	0.159155117861996	0.0397544791699777	0.96828886787802	NA	chr2R	12430594	12431296	+	protein_coding	CG43204
FBti0063853	0	NA	NA	NA	NA	NA	chr2R	5964916	5964949	+	transposable_element	NA
FBgn0265631	0.644845988681703	0.0499492704012446	0.0767663584447647	0.650666143518901	0.515262022898494	NA	chr2R	5879195	5880395	-	protein_coding	CG44438
FBti0019039	0.224756680655294	0.0316096021062647	0.0574232589754321	0.550466878234627	0.581999188655897	NA	chr2R	5461447	5462838	-	transposable_element	NA
FBti0059832	0	NA	NA	NA	NA	NA	chr2R	18487252	18487288	+	transposable_element	NA
FBgn0034475	0.292005843992902	0.00109554069500299	0.0572602634624114	0.0191326520130694	0.984735283653445	NA	chr2R	19815553	19816204	+	protein_coding	Obp56h
FBgn0265594	0	NA	NA	NA	NA	NA	chr2R	18257095	18257595	+	ncRNA	lncRNA:CR44421
FBgn0010423	0.554186107985261	-0.0413854332279261	0.0784489094115716	-0.527546316938621	0.597814261173265	NA	chr2R	11273844	11275286	-	protein_coding	TpnC47D
FBti0064059	2.5575009351466	0.0108895099762816	0.147481590029552	0.0738364020492289	0.941140561420134	NA	chr2R	4977134	4978375	-	transposable_element	NA
FBti0063257	2.57009025786654	-0.12871737962823	0.146249898955773	-0.880119443139962	0.378794607267476	NA	chr2R	4821701	4822097	+	transposable_element	NA
FBgn0266644	0	NA	NA	NA	NA	NA	chr2R	22174950	22176707	-	ncRNA	asRNA:CR45151
FBgn0033820	3.51231955371574	0.044393424617372	0.170067248499247	0.261034531981439	0.794065877491723	NA	chr2R	13256586	13257446	+	protein_coding	CG4716
FBti0060515	0.285024114869939	0.00556952647612691	0.0572502273980913	0.0972839188462787	0.922500926322686	NA	chr2R	5194731	5194850	-	transposable_element	NA
FBgn0266008	0.509684364781446	-0.0155675434964881	0.0705319797514243	-0.220716100006732	0.825313494611186	NA	chr2R	23109976	23111177	-	ncRNA	lncRNA:CR44781
FBti0062469	0	NA	NA	NA	NA	NA	chr2R	4801881	4802022	+	transposable_element	NA
FBgn0034128	2.38598640897083	-0.0254559660129093	0.150666008169795	-0.168956265066912	0.865831042171239	NA	chr2R	16443210	16444845	+	protein_coding	CG4409
FBti0060277	0	NA	NA	NA	NA	NA	chr2R	6268741	6269077	-	transposable_element	NA
FBti0061619	0	NA	NA	NA	NA	NA	chr2R	8529572	8529627	-	transposable_element	NA
FBti0063201	0	NA	NA	NA	NA	NA	chr2R	5733315	5733384	+	transposable_element	NA
FBgn0053435	0	NA	NA	NA	NA	NA	chr2R	19735878	19736013	-	rRNA	5SrRNA:CR33435
FBgn0033667	0.468907972111877	0.0253452448670434	0.0686469780089375	0.369211371019764	0.711970180878078	NA	chr2R	11904322	11912779	-	protein_coding	reb
FBti0062331	1.34161790130972	-0.023837522613266	0.115954512512277	-0.205576498031865	0.8371217372531	NA	chr2R	5510440	5510995	-	transposable_element	NA
FBti0061445	0	NA	NA	NA	NA	NA	chr2R	25174695	25174753	-	transposable_element	NA
FBti0063176	1.19178011420619	-0.0524451996867531	0.111106144682323	-0.472027895817152	0.636906877301141	NA	chr2R	4774848	4775407	+	transposable_element	NA
FBgn0033602	0.796322324724729	0.00551626936285027	0.0760452832592513	0.0725392703718963	0.942172754531184	NA	chr2R	11265125	11266856	+	protein_coding	Cpr47Ee
FBgn0265099	0.518545910667092	0.00967477278393066	0.0709651290696403	0.136331363174673	0.891559331114273	NA	chr2R	7431695	7432496	-	ncRNA	lncRNA:CR44204
FBtr0304457_df_nrg	0	NA	NA	NA	NA	NA	chr2R	16065269	16065291	-	miRNA	NA
FBgn0053448	0	NA	NA	NA	NA	NA	chr2R	19731042	19731177	-	rRNA	5SrRNA:CR33448
FBgn0050401	0.364536039761311	-0.00144390366790011	0.0577505721801921	-0.0250024131950567	0.980053038760114	NA	chr2R	21985625	21986938	-	protein_coding	dany
FBti0060552	0	NA	NA	NA	NA	NA	chr2R	5202415	5202736	+	transposable_element	NA
FBgn0004896	4.66284923686645	-0.0949461538791533	0.178564574943136	-0.531718869262779	0.594920721074089	NA	chr2R	22868158	22870706	+	protein_coding	fd59A
FBgn0001325	0.842190490985961	-0.00203625454959063	0.0897969933002572	-0.0226761996671975	0.981908560867727	NA	chr2R	25226610	25231394	+	protein_coding	Kr
FBgn0003382	3.42893821469464	0.135362664044895	0.156890946671579	0.862781868021042	0.388257410178853	NA	chr2R	11324313	11336463	+	protein_coding	sha
FBgn0034837	2.66589803095883	0.0487707510394527	0.145271270187283	0.335721928889158	0.737080567791355	NA	chr2R	23246609	23247893	-	protein_coding	RpL22-like
FBti0059827	0	NA	NA	NA	NA	NA	chr2R	6255910	6255996	+	transposable_element	NA
FBgn0034683	4.12723339877236	-0.130422043758158	0.168049366728256	-0.776093634253659	0.437693702028995	NA	chr2R	22056466	22057681	-	protein_coding	CG13500
FBti0063156	0.469727246581625	-0.00446314763215566	0.0681200613291962	-0.0655188434224553	0.947760903688053	NA	chr2R	4737257	4738249	+	transposable_element	NA
FBgn0265855	0.146484977771025	0.00333265223763019	0.0572090489926864	0.0582539352831443	0.953546359483498	NA	chr2R	20505894	20506395	-	ncRNA	lncRNA:CR44644
FBti0060512	0	NA	NA	NA	NA	NA	chr2R	5190174	5190595	-	transposable_element	NA
FBgn0065047	0.175938016569826	0.0141250127905061	0.0569664628364392	0.247953130442054	0.80417067099556	NA	chr2R	17145653	17145826	+	snoRNA	snoRNA:U3:54Ab
FBgn0263046	0	NA	NA	NA	NA	NA	chr2R	7632840	7633880	+	protein_coding	CG43341
FBgn0260223	0	NA	NA	NA	NA	NA	chr2R	21690214	21691139	-	protein_coding	CG42497
FBgn0287464	0	NA	NA	NA	NA	NA	chr2R	9971396	9972752	-	ncRNA	asRNA:CR46453
FBgn0034920	0.578813344881738	-0.0138226834475007	0.0733086787576965	-0.188554529719301	0.850441973464739	NA	chr2R	23886972	23888777	+	protein_coding	CG5597
FBti0063757	0.629105001537026	-0.0290550638113233	0.0821355233662849	-0.353745402969574	0.723529693150765	NA	chr2R	5650593	5651176	+	transposable_element	NA
FBti0061805	1.43901238618579	0.0799009870827835	0.112401531118524	0.710853191123617	0.47717521509584	NA	chr2R	4622445	4622804	-	transposable_element	NA
FBgn0043534	0.193966989105602	0.0010765374556908	0.0572683073226587	0.0187981364566168	0.985002140453375	NA	chr2R	20504250	20505136	+	protein_coding	Obp57b
FBgn0033165	0.387933978211203	-0.00228564507870806	0.0579848111087048	-0.0394179964546774	0.968557131963572	NA	chr2R	7401858	7402364	+	protein_coding	CG11113
FBti0018915	5.07100970804712	0.152253091142961	0.186796358982887	0.815075261487883	0.415029231152004	NA	chr2R	17485977	17490671	+	transposable_element	NA
FBtr0472808_df_nrg	0	NA	NA	NA	NA	NA	chr2R	20585368	20585390	-	miRNA	NA
FBti0060260	0	NA	NA	NA	NA	NA	chr2R	6367243	6368511	-	transposable_element	NA
FBgn0053454	0.0749188935517645	0.0141668483980452	0.0569664628364392	0.248687520563119	0.803602502784138	NA	chr2R	19251026	19251666	-	protein_coding	CG33454
FBti0019029	0.149837787103529	0.024499444977583	0.0572188573434056	0.428170818416502	0.668526760313674	NA	chr2R	21753138	21753566	+	transposable_element	NA
FBti0060870	0.119048095553837	-0.010959939289574	0.0569664628364392	-0.192392835079859	0.847434504345902	NA	chr2R	4761958	4763778	+	transposable_element	NA
FBgn0034565	3.63271339781316	-0.125214498105214	0.170596700890722	-0.733979598969042	0.46296117194565	NA	chr2R	20977594	20978818	-	protein_coding	CG15650
FBti0061346	0	NA	NA	NA	NA	NA	chr2R	4653403	4654156	-	transposable_element	NA
FBgn0050290	0	NA	NA	NA	NA	NA	chr2R	21691294	21692764	+	protein_coding	Ppcdc
FBgn0062961	0.0715660842192608	-0.010959939289574	0.0569664628364392	-0.192392835079859	0.847434504345902	NA	chr2R	18711390	18711951	+	ncRNA	lncRNA:CR33942
FBgn0034553	0.798036585117736	0.0931907876315643	0.0837683971242793	1.11248144683139	0.265931202921391	NA	chr2R	20850145	20852125	-	protein_coding	CG9993
FBti0062325	0.527713337317221	-0.0376089601590975	0.0723029723100469	-0.520157871212046	0.602953545740016	NA	chr2R	5507099	5507237	-	transposable_element	NA
FBti0060347	5.42805548070365	0.128531530051736	0.197337466237305	0.65132857182413	0.514834408355014	NA	chr2R	6449001	6449255	-	transposable_element	NA
FBgn0286007	0	NA	NA	NA	NA	NA	chr2R	12170152	12170244	-	pre_miRNA	mir-281-2
FBtr0445449_df_nrg	0	NA	NA	NA	NA	NA	chr2R	22946920	22946941	+	miRNA	NA
FBgn0033821	8.50109952852434	-0.221113420796467	0.214014966656149	-1.03316802675639	0.301525272803116	NA	chr2R	13257885	13258477	+	protein_coding	CG10799
FBgn0264880	3.55431432127137	0.0933987671926749	0.159112575886046	0.586998021197053	0.557205035702434	NA	chr2R	7343344	7343695	+	ncRNA	asRNA:CR44071
FBgn0034973	0.359943008421703	0.020238018453426	0.0620670945491289	0.326066792725519	0.744373820746882	NA	chr2R	24080924	24081424	+	protein_coding	CG13564
FBtr0309653_df_nrg	0	NA	NA	NA	NA	NA	chr2R	23734056	23734078	-	miRNA	NA
FBgn0034387	2.9652958559643	-0.242629580205386	0.156921134003834	-1.54618803735804	0.122059161744314	NA	chr2R	18754994	18757083	+	protein_coding	Cyp12b2
FBgn0033323	0.582166154214241	0.0100628430773869	0.0788270832999179	0.127657178930498	0.898420279009099	NA	chr2R	8701834	8704502	+	protein_coding	CG12376
FBgn0050203	1.43321819108585	0.0326408937517148	0.115053361928133	0.283702216125625	0.776638596263569	NA	chr2R	12310688	12313834	+	protein_coding	CG30203
FBgn0034426	0	NA	NA	NA	NA	NA	chr2R	19284550	19285219	-	protein_coding	AANATL5
FBgn0265842	0	NA	NA	NA	NA	NA	chr2R	20058094	20058795	+	ncRNA	lncRNA:CR44631
FBti0061237	0.22140387132279	0.0136299699046412	0.0574180887234984	0.23738111469153	0.81236113937165	NA	chr2R	5320912	5321012	+	transposable_element	NA
FBgn0278599	0.175938016569826	0.0141250127905061	0.0569664628364392	0.247953130442054	0.80417067099556	NA	chr2R	5957587	5959299	-	ncRNA	asRNA:CR46269
FBgn0262824	0	NA	NA	NA	NA	NA	chr2R	19944262	19945877	-	protein_coding	CG43195
FBgn0265657	0	NA	NA	NA	NA	NA	chr2R	16738037	16738345	+	ncRNA	lncRNA:CR44464
FBgn0033629	0	NA	NA	NA	NA	NA	chr2R	11377192	11379177	-	protein_coding	Tsp47F
FBgn0086604	1.11365324840132	-0.0239987491937641	0.0986567510969054	-0.243255012221023	0.807807852803765	NA	chr2R	20424337	20478951	+	protein_coding	side-VIII
FBgn0053998	0.0749188935517645	0.0141668483980452	0.0569664628364392	0.248687520563119	0.803602502784138	NA	chr2R	18738491	18739143	+	protein_coding	CG33998
FBti0060981	8.89369583552938	-0.269623134435747	0.21778666085773	-1.23801491502677	0.215710530501377	NA	chr2R	5098995	5106837	-	transposable_element	NA
FBgn0017556	0.224756680655294	0.0316096021062647	0.0574232589754321	0.550466878234627	0.581999188655897	NA	chr2R	24500779	24502277	-	protein_coding	Prosalpha4T2
FBti0059807	0.584011687985805	-0.00836120850514281	0.0669624032986753	-0.1248642237025	0.900631042002706	NA	chr2R	6234497	6234554	+	transposable_element	NA
FBgn0050274	0	NA	NA	NA	NA	NA	chr2R	22825092	22828903	+	protein_coding	CG30274
FBgn0263116	1.7203244230376	-0.0296363182649705	0.114323775369151	-0.259231451806722	0.79545666528584	NA	chr2R	19022324	19032642	-	protein_coding	5-HT1B
FBgn0265365	0.222223145792538	-0.011001774897113	0.0569664628364392	-0.193127225200924	0.846859331384148	NA	chr2R	12015094	12015895	+	ncRNA	lncRNA:CR44306
FBgn0033668	8.22112546163721	0.291643824717509	0.204719395199718	1.42460280538144	0.154272048645242	NA	chr2R	11939556	11967435	+	protein_coding	exp
FBgn0058461	2.52511222180512	0.0349349756387383	0.143506472905428	0.243438326728027	0.807665856199955	NA	chr2R	3590029	3590420	-	pseudogene	CR40461
FBgn0085243	1.75950287577988	0.040299518337225	0.128212276812759	0.314318716889167	0.753278984047767	NA	chr2R	24665426	24666022	-	protein_coding	CG34214
FBti0061311	8.92735740485054	-0.103305674840566	0.208081891056419	-0.49646643595985	0.619565362276262	NA	chr2R	4551003	4551432	-	transposable_element	NA
FBgn0033708	0.146484977771025	0.00333265223763019	0.0572090489926864	0.0582539352831443	0.953546359483498	NA	chr2R	12298746	12302240	-	protein_coding	CG8850
FBti0063033	0	NA	NA	NA	NA	NA	chr2R	12522878	12523136	-	transposable_element	NA
FBgn0265053	2.90713817991054	-0.0794057627812252	0.149105565087246	-0.532547277727446	0.594347006410785	NA	chr2R	23358477	23358961	-	ncRNA	asRNA:CR44168
FBgn0034869	0.0715660842192608	-0.010959939289574	0.0569664628364392	-0.192392835079859	0.847434504345902	NA	chr2R	23499650	23500702	+	protein_coding	CG13558
FBgn0053436	0	NA	NA	NA	NA	NA	chr2R	19735509	19735644	-	rRNA	5SrRNA:CR33436
FBgn0050269	0	NA	NA	NA	NA	NA	chr2R	22667154	22668848	+	protein_coding	CG30269
FBti0018995	0.224756680655294	0.0316096021062647	0.0574232589754321	0.550466878234627	0.581999188655897	NA	chr2R	22360440	22360801	+	transposable_element	NA
FBgn0011893	0	NA	NA	NA	NA	NA	chr2R	6947737	6947810	-	tRNA	tRNA:Lys-CTT-1-7
FBgn0262220	0	NA	NA	NA	NA	NA	chr2R	9313022	9313116	-	pre_miRNA	mir-987
FBgn0266048	0.585939911084101	0.00894520924374266	0.0683300837674547	0.130911726585695	0.895845138046643	NA	chr2R	24390776	24391977	+	ncRNA	lncRNA:CR44813
FBti0018959	0.40742501975628	0.0171074511387005	0.0648320556346402	0.263873341223503	0.791877518413633	NA	chr2R	6579827	6584856	+	transposable_element	NA
FBgn0034328	0	NA	NA	NA	NA	NA	chr2R	18382703	18383235	-	protein_coding	BomBc1
FBti0063032	0	NA	NA	NA	NA	NA	chr2R	12511295	12511388	+	transposable_element	NA
FBgn0266640	0.299675574207058	0.0369738956091659	0.0575841800073022	0.642084260025537	0.520818475152618	NA	chr2R	18209519	18210805	+	ncRNA	lncRNA:CR45147
FBti0063086	4.19723192633441	-0.100964016532054	0.173228303575085	-0.582837876076595	0.560002444692346	NA	chr2R	4754932	4755362	+	transposable_element	NA
FBgn0033770	1.40523814485687	-0.0220201164100721	0.12202983941026	-0.180448622373755	0.85680038561847	NA	chr2R	12700080	12700851	+	protein_coding	wuc
FBti0059734	0	NA	NA	NA	NA	NA	chr2R	5378998	5394281	-	transposable_element	NA
FBti0019931	0	NA	NA	NA	NA	NA	chr2R	5592399	5592536	+	transposable_element	NA
FBti0062278	0.294986112123663	0.00361425032326192	0.057333961636122	0.0630385589992937	0.949735799723591	NA	chr2R	10552738	10552804	+	transposable_element	NA
FBti0062618	0.0749188935517645	0.0141668483980452	0.0569664628364392	0.248687520563119	0.803602502784138	NA	chr2R	17021016	17021296	+	transposable_element	NA
FBti0063188	0	NA	NA	NA	NA	NA	chr2R	4783983	4784049	+	transposable_element	NA
FBti0063118	3.31830358419954	0.121242891162995	0.156388361660678	0.775267992295106	0.4381813186524	NA	chr2R	4809969	4814287	-	transposable_element	NA
FBgn0033149	0.293789230011799	-0.0196144286041375	0.0572434217000958	-0.342649478692932	0.731862174301457	NA	chr2R	7175885	7178290	+	protein_coding	CG11060
FBti0062409	0.265533073324862	-0.00768559337117344	0.0574858754211318	-0.133695334982204	0.893643494191056	NA	chr2R	4714933	4714982	+	transposable_element	NA
FBgn0263076	1.62893428321923	-0.0813140363803799	0.128932669714107	-0.630670539597794	0.52825596568608	NA	chr2R	17557030	17563406	+	protein_coding	Klp54D
FBgn0263572	0	NA	NA	NA	NA	NA	chr2R	8015248	8015343	+	pre_miRNA	mir-4981
FBti0063110	0	NA	NA	NA	NA	NA	chr2R	5619143	5619636	-	transposable_element	NA
FBgn0262567	1.40441887038712	0.0196653653412171	0.118569910820302	0.165854601771783	0.868271375115568	NA	chr2R	17140494	17140865	-	protein_coding	CG43107
FBgn0259709	0	NA	NA	NA	NA	NA	chr2R	21664125	21666108	+	protein_coding	CG42363
FBti0060422	0.451554221758352	-0.00550256869249973	0.0609527342822878	-0.0902759942977441	0.928067896020656	NA	chr2R	6747063	6747143	+	transposable_element	NA
FBgn0085241	0	NA	NA	NA	NA	NA	chr2R	6049873	6050286	-	protein_coding	CG34212
FBgn0265527	0.551797410201906	-0.0404899802681677	0.0729203933929444	-0.55526277882211	0.578714934005451	NA	chr2R	16969394	16971695	+	ncRNA	lncRNA:CR44377
FBti0019992	0	NA	NA	NA	NA	NA	chr2R	14497443	14498549	-	transposable_element	NA
FBgn0034601	2.57472077198125	-0.100469095610433	0.151986984232525	-0.661037496847266	0.50858826698969	NA	chr2R	21177753	21178636	-	protein_coding	CG4286
FBgn0033043	0.146484977771025	0.00333265223763019	0.0572090489926864	0.0582539352831443	0.953546359483498	NA	chr2R	5797194	5798512	-	protein_coding	Or42b
FBti0063060	0.91834960654483	-0.0436721468180547	0.0952384178357119	-0.458555988334351	0.646553047990115	NA	chr2R	4744861	4744990	-	transposable_element	NA
FBti0064271	3.88526701416317	0.0720691271802023	0.171287672556595	0.420749059780644	0.673938332660853	NA	chr2R	17451543	17452021	+	transposable_element	NA
FBgn0085259	0.558358191787513	-0.0491404940815052	0.072383617241182	-0.678889726079442	0.497207735908488	NA	chr2R	11861309	11862015	+	protein_coding	CG34230
RR44380_transposable_element	0.41619013489814	-0.0147346177883066	0.0650516373513403	-0.226506486050854	0.820807515173637	NA	chr2R	4034537	4039239	-	transposable_element	NA
FBti0063864	0	NA	NA	NA	NA	NA	chr2R	6020438	6020488	-	transposable_element	NA
FBgn0033600	0.149837787103529	0.024499444977583	0.0572188573434056	0.428170818416502	0.668526760313674	NA	chr2R	11259105	11259976	-	protein_coding	Cpr47Ec
FBti0018939	1.44665733206599	0.0268039486124556	0.121114236073044	0.221311296520833	0.824850054701124	NA	chr2R	6322189	6323290	+	transposable_element	NA
FBti0061291	0	NA	NA	NA	NA	NA	chr2R	4664621	4664673	+	transposable_element	NA
FBti0019888	0.965831617879406	-0.0486921488211981	0.0974653303874664	-0.499584299644048	0.617367815228597	NA	chr2R	4976257	4977088	-	transposable_element	NA
FBgn0266816	0	NA	NA	NA	NA	NA	chr2R	13243995	13245045	-	ncRNA	lncRNA:CR45278
FBgn0050298	0	NA	NA	NA	NA	NA	chr2R	7069969	7070043	-	tRNA	tRNA:Thr-AGT-2-1
FBti0062497	0.289617146209547	-0.0105470268220425	0.0575703965284058	-0.183202261197533	0.854639320216214	NA	chr2R	4828321	4828778	-	transposable_element	NA
FBti0062529	0.887656345738924	-0.0104200345201548	0.0945894851310743	-0.110160600892537	0.912282007980816	NA	chr2R	4797718	4798687	+	transposable_element	NA
FBti0019919	0.268885882657366	0.00927248249518431	0.0574944716442099	0.161276071072794	0.871875969054896	NA	chr2R	5521171	5521613	+	transposable_element	NA
